ID,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
,,"$750,000","$500,000","$492,000",,Lower Rio Grande Valley National Wildlife Refuge,,,TX,Interior,Fish and Wildlife Service,Land Acquisition,,Hinojosa,D,TX,,Hutchison,R,TX,,,,,
,,"$1,200,000","$350,000","$345,000",,Sleeping Bear Dunes National Lakeshore,,,MI,Interior,National Park Service,Land Acquisition,,,,,,Levin; Stabenow,D; D,MI; MI,,,,,
,,"$100,000","$100,000","$98,000",,The City of Fulton for wastewater improvement project,Fulton,,MS,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Cochran,R,MS,,,,,
,"$1,000,000",,"$1,000,000","$984,000",,The City of Milton for Milton Water System Improvements,Milton,,WV,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Rahall,D,WV,3,,,,,,,,
,,"$350,000","$2,200,000","$2,166,000","$1,450,000","Northeastern States Research Cooperative (ME; $295,320; NH; $836,740; NY; $196,880; VT; $836,740)",,,ME; NH; NY; VT,Interior,Forest Service,,,,,,,Clinton; Collins; Leahy; Schumer; Snowe,D; R; D; D; R,NY; ME; VT; NY; ME,President and Member(s),,,,
,"$500,000",,"$500,000","$492,000",,The City of Santa Fe for Water Distribution Infrastructure,Santa Fe,,NM,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,"Udall, Tom",D,NM,3,Bingaman; Domenici,D; R,NM; NM,,,,,
,,"$600,000","$600,000","$591,000",,"Circle of Flight, Conservation Program",,,Multi,Interior,Bureau of Indian Affairs,Natural Resources,,Kind; Oberstar,D; D,WI; MN,3; 8,Kohl,D,WI,,,,,
,,"$1,250,000","$1,250,000","$1,231,000",,Superior National Forest - Long Island,,,MN,Interior,Forest Service,Land Acquisition,,Oberstar,D,MN,8,Coleman; Klobuchar,R; D,MN; MN,,,,,
,"$500,000",,"$500,000","$492,000",,"Richmond, Fort Bend County for a Water and Wastewater Project",Richmond,,TX,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Lampson,D,TX,22,,,,,,,,
,,"$200,000","$200,000","$197,000",,The City of Lakota for water treatment plant upgrades,Lakota,,ND,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Conrad; Dorgan,D; D,ND; ND,,,,,
,"$125,000",,"$121,000","$118,886",,"Natividad Medical Center, Salinas, CA for a diabetes care management program",Salinas,,CA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention,,Farr,D,CA,,,,,,,,,
,,"$100,000","$87,000","$85,480",,"Ohio Valley General Hospital, McKees Rocks, PA, for equipment",McKees Rocks,,PA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Casey; Specter,D; R,PA; PA,,,,,
,"$100,000",,"$97,000","$95,305",,"Oklahoma Panhandle State University, Goodwell, OK for purchase of equipment",Goodwell,,OK,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Lucas,R,OK,,,,,,,,,
,"$250,000",,"$243,000","$238,755",,"Connecticut Technical High School System, Middletown, CT for equipment for the Manufacturing Technologies Department of Platt Technical High School in Milford, CT",Middletown,,CT,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,DeLauro,D,CT,,,,,,,,,
,"$200,000",,"$487,000","$478,492",,"DeSales University, Center Valley, PA for the Digital Campus Initiative, including purchase of equipment",Center Valley,,PA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Dent,R,PA,,,,,,,,,
,"$911,000",,"$911,000","$895,085",,Native American and Native Hawaiian museum services,,,UNK,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,,,,,Undisclosed,,,
,,"$100,000","$97,000","$95,305",,"Oklahoma State University, Center for Health Sciences, Tulsa, OK, for mobile health clinics",Tulsa,,OK,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Sullivan,R,OK,,Inhofe,R,OK,,,,,
,,"$300,000","$245,000","$240,720",,"Children's Hospitals and Clinics of Minnesota, Minneapolis, MN, to provide pediatric palliative care education and consultation services to clinicians and providers",Minneapolis,,MN,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Coleman; Klobuchar,R; D,MN; MN,,,,,
,"$100,000",,"$97,000","$95,305",,"Northern Westchester Hospital, Mount Kisco, NY for facilities and equipment",Mount Kisco,,NY,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,"Hall, John",D,NY,,,,,,,,,
,,"$400,000","$292,000","$286,899",,"Atchison Hospital Association, Atchison, KS, for renovation and equipment",Atchinson,,KS,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Brownback,R,KS,,,,,
,"$100,000",,"$97,000","$95,305",,"Bushnell Center for the Performing Arts, Hartford, CT for arts education programs",Hartford,,CT,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Larson,D,CT,,Dodd; Lieberman,D; I,CT; CT,,,,,
,"$150,000",,"$146,000","$143,449",,"Pennsylvania State Police Historical, Educational and Memorial Museum, Hershey, PA for exhibits and educational materials",Hershey,,PA,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Holden,D,PA,,,,,,,,,
,"$75,000",,"$73,000","$71,725",,"White-Williams Scholars, Philadelphia, PA for a college preparation initiative, which may include student scholarships",Philadelphia,,PA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Fattah,D,PA,,,,,,,,,
,,"$185,000","$151,000","$148,362",,"Disability Rights Wisconsin, Madison, Wl, for nursing home support services",Madison,,WI,Labor-HHS-Education,Department of Health and Human Services,Administration on Aging,,,,,,Kohl,D,WI,,,,,
,"$200,000",,"$195,000","$191,593",,"National Council on Crime and Delinquency, Oakland, CA for a school-based model on violence prevention",Oakland,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Lee,D,CA,,,,,,,,,
,"$250,000",,"$341,000","$335,043",,"Coffeyville Regional Medical Center, Coffeyville, KS for facilities and equipment",Coffeyville,,KS,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Tiahrt,R,KS,4,Roberts,R,KS,,,,,
,"$250,000","$100,000","$243,000","$238,755",,"Discovery Center of Idaho, Boise, ID for a science center",Boise,,ID,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Simpson,R,ID,,Crapo,R,ID,,,,,
,,"$250,000","$243,000","$238,755",,"Deaf West Theatre, North Hollywood, CA, for cultural experiences for the deaf",North Hollywood,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Boxer,D,CA,,,,,
,,"$100,000","$83,000","$81,550",,"Oklahoma Foundation for Kidney Disease, Oklahoma City, OK, for telehealth applications",Oklahoma City,,OK,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Inhofe,R,OK,,,,,
,,"$100,000","$81,000","$79,585",,"Saint Louis SCORES, St. Louis, MO, to expand after school programs",St. Louis,,MO,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Bond,R,MO,,,,,
,"$215,000",,"$209,000","$205,349",,"North Arkansas College, Harrison, AR for technology upgrades",Harrison,,AR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Boozman,R,AR,,Lincoln; Pryor,D; D,AR; AR,,,,,
,"$100,000",,"$97,000","$95,305",,"Springfield Public School District No. 19, Springfield, OR for an Academy of Arts and Academics",Springfield,,OR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,DeFazio,D,OR,,Wyden,D,OR,,,,,
,"$150,000",,"$243,000","$238,755",,"Brookdale Community College, Lincroft, NJ for workforce training programs through its Center for Excellence in Technology, Telecommunications and Economic Development",Lincroft,,NJ,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,Holt,D,NJ,,,,,,,,,
,"$225,000",,"$219,000","$215,174",,"Jacob Burns Film Center, Pleasantville, NY for education programs",Pleasantville,,NY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Lowey,D,NY,18,,,,,,,,
,"$225,000",,"$219,000","$215,174",,"White Plains Hospital Center, White Plains, NY for facilities and equipment",White Plains,,NY,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Lowey,D,NY,18,,,,,,,,
,"$250,000",,"$292,000","$286,899",,"New College of Florida, Sarasota, FL for the Strategic Languages Resource Center, including purchase of equipment",Sarasota,,FL,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Buchanan,R,FL,,,,,,,,,
,"$200,000",,"$312,000","$306,549",,"Orange County's Primary Care Access Network, Orlando, FL for a health care access network",Orlando,,FL,Labor-HHS-Education,Department of Health and Human Services,Center for Medicare and Medicaid Services,,"Brown, Corrine",D,FL,,"Nelson, Bill",D,FL,,,,,
,"$225,000",,"$243,000","$238,755",,"Center for Health Equity, Louisville, KY for facilities and equipment",Louisville,,KY,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Yarmuth,D,KY,,,,,,,,,
,,"$400,000","$341,000","$335,043",,"Deaf Blind Service Center, Seattle, WA, to support the National Support Service Provider Pilot Project",Seattle,,WA,Labor-HHS-Education,Department of Education,Office of Special Education and Rehabilitative Services,,,,,,Murray,D,WA,,,,,
,,,"$234,000","$229,912",,"Lowell Community Health Center, Lowell, MA for facilities and equipment.",Lowell,,MA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Tsongas,D,MA,,,,,,,,,
,,"$900,000","$741,000","$728,055",,"Santa Ana, CA, for the Work Experience and Literacy Program",Santa Ana,,CA,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,"Sanchez, Loretta",D,CA,,Boxer; Feinstein,D; D,CA; CA,,,,,
,"$100,000",,"$97,000","$95,305",,"Washington Parish, Bogalusa, LA for health care centers, including facilities and equipment",Bogalusa,,LA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Jindal,R,LA,,,,,,,,,
,,"$550,000","$487,000","$478,492",,"Catholic Charities, Chicago, IL, for vocational training and support programs at the Saint Leo Residence for Veterans",Chicago,,IL,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,Lipinski,D,IL,,Durbin,D,IL,,,,,
,,"$300,000","$248,000","$243,667",,"Hermiston, Hermiston, OR, to support programs and systems for Latino education",Hermiston,,OR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Smith,R,OR,,,,,
,,"$100,000","$97,000","$95,305",,"Project ARRIBA, El Paso, TX, for workforce development in the West Texas region",El Paso,,TX,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,Reyes,D,TX,,Hutchison,R,TX,,,,,
,"$200,000",,"$195,000","$191,593",,"Whittemore Peterson Institute for Neuro-lmmune Disease, Sparks, NV for facilities and equipment",Sparks,,NV,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Berkley; Heller; Sestak,D; R; D,NV; NV; PA,,Ensign,R,NV,,,,,
,"$250,000",,"$243,000","$238,755",,"Erskine College, Due West, SC for an elementary and secondary school arts initiative",Due West,,SC,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Barrett,R,SC,,,,,,,,,
,,"$400,000","$316,000","$310,479",,"Palmer College on Chiropractice, Consortial Center for Chiropractic Research in Davenport, Iowa, and the Policy Institute for Integrative Medicine in Philadelphia, PA for a best practices initiative on lower back pain",Davenport; Philadelphia,,IA; PA,Labor-HHS-Education,Department of Health and Human Services,Office of the Secretary,,,,,,Harkin,D,IA,,,,,
,,"$200,000","$136,000","$133,624",,"Pacific Mountain Workforce Consortium, Tumwater, WA, for training of qualified foresters and restoration professionals in Lewis County",Turnwater,,WA,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,,,,,Murray,D,WA,,,,,
,"$250,000",,"$268,000","$263,318",,"South Broward Hospital District, Hollywood, FL for facilities and equipment",Hollywood,,FL,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Wasserman Schultz,D,FL,20,,,,,,,,
,"$200,000",,"$390,000","$383,187",,"St. John's Regional Medical Center, Oxnard, CA for diabetes prevention and management programs",Oxnard,,CA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention,,Capps,D,CA,,,,,,,,,
,,"$50,000","$48,000","$47,161",,"New Mexico Military Institute, Roswell, NM, for a character development leadership camp at the New Mexico Military Institute",Roswell,,NM,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Domenici,R,NM,,,,,
,"$250,000",,"$268,000","$263,318",,"Palisades Medical Center, North Bergen, NJ for facilities and equipment",North Bergen,,NJ,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Rothman,D,NJ,,Lautenberg; Menendez,D; D,NJ; NJ,,,,,
,"$150,000",,"$146,000","$143,449",,"Osceola Medical Center, Osceola, Wl for facilities and equipment",Osceola,,WI,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Obey,D,WI,7,,,,,,,,
,"$300,000",,"$341,000","$335,043",,"State Fair Community College, Sedalia, MO for facilities and equipment",Sedalia,,MO,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Skelton,D,MO,,,,,,,,,
,"$100,000",,"$185,000","$181,768",,"Vocational Guidance Services, Cleveland, OH for equipment and technology in order to increase employment for persons with disabilities",Cleveland,,OH,Labor-HHS-Education,Department of Education,Office of Special Education and Rehabilitative Services,,Kucinich,D,OH,,Brown; Voinovich,D; R,OH; OH,,,,,
,,"$300,000","$247,000","$242,685",,"Orem, Utah, for technological upgrades, equipment and resource sharing for the Orem public library",Orem,,UT,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Cannon,R,UT,,Bennett; Hatch,R; R,UT; UT,,,,,
,,"$225,000","$185,000","$181,768",,"Parents as Teachers National Center, St. Louis, MO, for expanded outreach to support school readiness in the Gateway Parents as Teachers program in the City of St. Louis",St. Louis,,MO,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Bond,R,MO,,,,,
,,"$180,000","$134,000","$131,659",,"Saint Croix Regional Family Health Center, Princeston, ME, for construction, renovation, and equipment",Princeton,,ME,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Collins; Snowe,R; R,ME; ME,,,,,
,"$180,000",,"$292,000","$286,899",,"East Tennessee Children's Hospital, Knoxville, TN for facilities and equipment",Knoxville,,TN,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Duncan,R,TN,,,,,,,,,
,"$300,000",,"$487,000","$478,492",,"Meharry Medical College, Nashville, TN for facilities and equipment",Nashville,,TN,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Cooper,D,TN,,,,,,,,,
,"$200,000",,"$429,000","$421,505",,"St.  Mary's Hospital  Foundation, Grand Junction, CO for facilities and equipment for the Saccomanno Education Center",Grand Junction,,CO,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Salazar,D,CO,,,,,,,,,
,,"$200,000","$195,000","$191,593",,"Akeela, Inc., Anchorage, AK, for the Re-Entry Program in Anchorage, Alaska",Anchorage,,AK,Labor-HHS-Education,Department of Health and Human Services,Center for Substance Abuse Treatment,,"Young, Don",R,AK,,Stevens,R,AK,,,,,
,,"$100,000","$82,000","$80,567",,"Jewish Family & Child Services, Portland, Oregon, for seniors programs and services at a Naturally Occurring Retirement Community",Portland,,OR,Labor-HHS-Education,Department of Health and Human Services,Administration on Aging,,Wu,D,OR,,Smith,R,OR,,,,,
,,"$200,000","$195,000","$191,593",,"University of Vermont of Burlington, VT, Burlington, VT, to establish a child psychiatry fellowship program",Burlington,,VT,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Leahy,D,VT,,,,,
,,"$75,000","$73,000","$71,725",,"Community College of Allegheny College, Pittsburgh, PA, for job training programs",Pittsburgh,,PA,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,"Peterson, John",R,PA,,Casey; Specter,D; R,PA; PA,,,,,
,,"$14,200,000","$14,200,000","$13,951,926",,Native Hawaiian Health Care to provide primary health promotion and disease prevention services to Native Hawaiians through regional clinics under the Native Hawaiian Health Care Act of 1988,,,HI,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Akaka; Inouye,D; D,HI; HI,,,,,
,"$200,000",,"$243,000","$238,755",,"OneWorld Now!, Seattle, WA for after-school programs and student scholarships",Seattle,,WA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,McDermott,D,WA,,,,,,,,,
,,"$750,000","$731,000","$718,229",,"Saint Vincent Regional Medical Center, Santa Fe, NM, for construction, renovation, and equipment",Santa Fe,,NM,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,"Udall, Tom",D,NM,3,Bingaman; Domenici,D; R,NM; NM,,,,,
,"$75,000",,"$73,000","$71,725",,"America's Black Holocaust Museum, Milwaukee, Wl for exhibits and education programs, which may include acquisition of interactivemedia center kiosks",Milwaukee,,WI,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,"Moore, Gwen",D,WI,,,,,,,,,
,,"$300,000",,"$50,000",$0,Digitization of the Theodore Roosevelt Papers,,,UNK,Legislative Branch,Library of Congress,Salary and Expenses,,,,,,Dorgan,D,ND,,,,,
,"$430,000","$430,000",,"$430,000",$0,John C. Stennis Center for Public Service Training and Development,,,MS,Legislative Branch,Administrative Provisions,,,,,,,,,,,Undisclosed,,,
,,"$22,100,000",,"$22,100,000","$22,100,000","Armed Forces Reserve Center, Incr 2",Bell,,CA,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 73,
,,"$25,000,000",,"$25,000,000","$25,000,000",Base Operational Support Project for Headquarters 3rd Army,Shaw AFB,,SC,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 3A,
,,"$88,000,000",,"$88,000,000","$88,000,000",Unit Maintenance Facility (Grow the Force),Fort Bragg,,NC,Military Construction,Military Construction Project Listing,Army,,,,,,Burr; Dole,R; R,NC; NC,President and Member(s),,,,
,,"$22,220,000",,"$22,220,000","$22,220,000",1st Marine Logistics Group and Battalion Operations Center (Grow the Force),Camp Pendleton,,CA,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,,
,,"$11,600,000",,"$11,600,000","$11,160,000",Unit Operation Facilities (Grow the Force),Fort Wainwright,,AK,Military Construction,Military Construction Project Listing,Army,,,,,,,,,President-Solo,,,,
,,"$18,160,000",,"$18,160,000","$18,160,000",1st Marine Logistics Group Operations Center (Grow the Force),Camp Pendleton,,CA,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,,
,,"$9,170,000",,"$9,170,000","$9,170,000",Marine Special Operations Command Community Support Facilities,Camp Lejeune,,NC,Military Construction,Military Construction Project Listing,Navy,,,,,,Burr; Dole,R; R,NC; NC,President and Member(s),,,,
,,"$9,400,000",,"$9,400,000","$9,400,000",Readiness Center (SBCT),Holidaysburg,,PA,Military Construction,Military Construction Project Listing,Army National Guard,,,,,,,,,President-Solo,,,,
,,"$16,500,000",,"$16,500,000","$16,500,000",Distributed Common Ground System Intelligence Squadron Operations Facility,Hickam AFB,,HI,Military Construction,Military Construction Project Listing,Air Force,,,,,,Akaka; Inouye,D; D,HI; HI,President and Member(s),,,,
,,"$5,000,000",,"$5,000,000","$5,000,000",Entrance Gate Security Enhancements,Fort Belvoir,,VA,Military Construction,Military Construction Project Listing,Defense-Wide,,"Davis, Tom; Moran, James",R; D,VA; VA,,Warner; Webb,R; D,VA; VA,President and Member(s),,,,
,,"$10,600,000",,"$10,600,000","$10,600,000",Metal Parts Addition/Alteration,Rock Island Arsenal,,IL,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 151,
,,"$8,150,000",,"$8,150,000","$8,150,000",1st Marine Logistics Group Armory (Grow the Force),Camp Pendleton,,CA,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,,
,,"$36,000,000",,"$36,000,000","$36,000,000",Barracks (Grow the Force),Fort Richardson,,AK,Military Construction,Military Construction Project Listing,Army,,,,,,,,,President-Solo,,,,
,,"$12,000,000",,"$12,000,000",$0,"C-5 Parking Apron, Phase 2",Eastern West Virginia Regional Airport - Shepherd Field,,WV,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Byrd,D,WV,,,,,
,,,,"$7,300,000",,Fire Crash/Rescue Station,Barnes Air National Guard Base,,MA,Military Construction,Military Construction Project Listing,Air National Guard,,Olver,D,MA,1,,,,,,,,
,,"$7,600,000",,"$7,600,000","$7,600,000",C-5 Squadron Operations Facility,Eastern West Virginia Regional Airport - Shepherd Field,,WV,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Byrd,D,WV,President and Member(s),,,,
,,"$16,840,000",,"$16,840,000","$16,840,000",Consolidated Communications/Electronics Shop (Grow the Force),Camp Pendleton,,CA,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,,
,,"$1,500,000",,"$1,500,000","$1,500,000",C-5 Munitions Storage Complex,Memphis IAP,,TN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Alexander; Corker,R; R,TN; TN,President and Member(s),,,,
,,"$102,000,000",,"$102,000,000","$102,000,000","Brigade Complex, Increment 2",Fort Lewis,,WA,Military Construction,Military Construction Project Listing,Army,,,,,,Cantwell; Murray,D; D,WA; WA,President and Member(s),,,,
,,"$3,200,000",,"$3,200,000","$3,200,000",Milstar Beddown - Relocate Base Access Road,McGhee Tyson Airport,,TN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Alexander; Corker,R; R,TN; TN,President and Member(s),,,,
,,"$27,000,000",,"$27,000,000","$27,000,000","Medical Research Lab, Chem Bio Defense",Aberdeen Proving Ground,,MD,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 5,
,,"$1,118,000",$0,$0,"$1,118,000",Install Government Furnished Materials,"Kadena AB, Okinawa",,INT,Military Construction,Family House Construction,Air Force,,,,,,,,,President-Solo,,,Japan,
,,"$6,660,000",,"$6,660,000","$6,660,000",Physical Security Upgrades-Piney Green (Grow the Force),Camp Lejeune,,NC,Military Construction,Military Construction Project Listing,Navy,,,,,,Burr; Dole,R; R,NC; NC,President and Member(s),,,,
,,"$18,000,000",,"$18,000,000","$18,000,000",Hospital Addition & Dental Clinic (Grow the Force),Fort Carson,,CO,Military Construction,Military Construction Project Listing,Army,,,,,,Allard; Salazar,R; D,CO; CO,President and Member(s),,,,
,,"$3,800,000",,"$3,800,000","$3,800,000",Training Aid Support Center Conversion,Fort Benning,,GA,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 9,
,,"$13,000,000",,"$13,000,000","$13,000,000","Defense Access Road, Phase 3",Fort Belvoir,,VA,Military Construction,Military Construction Project Listing,Army,,"Davis, Tom; Moran, James",R; D,VA; VA,,Warner; Webb,R; D,VA; VA,President and Member(s),,,,
,,"$18,500,000",,"$18,500,000",$0,Ground Systems Power and Energy Laboratory,Detroit Arsenal,,MI,Military Construction,Military Construction Project Listing,Army,,,,,,Levin; Stabenow,D; D,MI; MI,,,,,
,,"$55,000,000",,"$55,000,000","$55,000,000",Brigade Complex-Company Operations,Fort Drum,,NY,Military Construction,Military Construction Project Listing,Army,,,,,,Clinton; Schumer,D; D,NY; NY,President and Member(s),,,,
,,"$3,808,000",$0,$0,"$3,808,000",Revitalization,Sasebo,,INT,Military Construction,Family House Construction,Navy/Marines,,,,,,,,,President-Solo,,,Japan,
,,"$5,500,000",,"$5,500,000","$5,500,000",Ammunition Supply Point,Camp Robinson,,AR,Military Construction,Military Construction Project Listing,Army National Guard,,,,,,Lincoln; Pryor,D; D,AR; AR,President and Member(s),,,,
,,"$1,500,000",,"$1,500,000","$1,500,000",Modified Record Fire Range,Camp Bowie,,TX,Military Construction,Military Construction Project Listing,Army National Guard,,,,,,Cornyn; Hutchison,R; R,TX; TX,President and Member(s),,,,
,,"$4,000,000",,"$4,000,000","$4,000,000",Modified Record Fire Range,Fort Leonard Wood,,MO,Military Construction,Military Construction Project Listing,Army,,,,,,,,,President-Solo,,,,
,,"$12,800,000",,"$12,800,000","$12,800,000",Barracks (Grow the Force),Fort Leavenworth,,KS,Military Construction,Military Construction Project Listing,Army,,,,,,Brownback; Roberts,R; R,KS; KS,President and Member(s),,,,
,,"$3,536,000",,"$3,536,000",$0,Joint Forces Headquarters and Emergency Operations Center,Arden Hills,,MN,Military Construction,Military Construction Project Listing,,,McCollum,D,MN,,Klobuchar,D,MN,,,,,
,,"$13,650,000",,"$13,650,000","$13,650,000","E-2 Advanced Hawkeye Research, Development, Testing, and Evaluation Facility",Patuxent River,,MD,Military Construction,Military Construction Project Listing,Navy,,Hoyer,D,MD,,Cardin; Mikulski,D; D,MD; MD,President and Member(s),,,,
,,"$36,110,000",,"$36,110,000","$36,110,000",Joint Forces Headquarters Building,Montgomery,,AL,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 11,
,,"$22,300,000",,"$22,300,000","$22,300,000",Multi Aircraft Maintenance Hangar,Al Udeid,,INT,Military Construction,Military Construction Project Listing,Air Force,,,,,,,,,President-Solo,,,Qatar,
,,"$22,000,000",,"$22,000,000","$22,000,000",Barracks Complex,Camp Humphreys,,INT,Military Construction,Military Construction Project Listing,Army,,,,,,,,,President-Solo,,,Korea,
,,"$7,700,000",,"$7,700,000","$7,700,000",Digital Ground Station Beddown,Hulman Regional Airport,,IN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Bayh; Lugar,D; R,IN; IN,President and Member(s),,,,
,,"$25,440,000",,"$25,440,000","$25,440,000",Army Reserve Center,Garden Grove,,CA,Military Construction,Military Construction Project Listing,Army Reserve,,,,,,,,,President-Solo,,,,
,,"$23,389,000",,"$23,389,000","$23,389,000",Facility for Consolidation,Fort Lee,,VA,Military Construction,BRAC Projects 2005,Defense Commissary Agency,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 139,
,,"$52,000,000",,"$52,000,000","$52,000,000",Family Housing Replacement,Ansbach,,INT,Military Construction,Family House Construction,Army,,,,,,,,,President-Solo,,,Germany,
,,"$15,500,000",,"$15,500,000","$15,500,000",F-15C Squad Operations/Aircraft Maintenance Unit,Lakenheath,,INT,Military Construction,Military Construction Project Listing,Air Force,,,,,,,,,President-Solo,,,United Kingdom,
,,"$12,590,000",,"$12,590,000","$12,590,000",Marine Special Operations Command Training Facilities,Camp Lejeune,,NC,Military Construction,Military Construction Project Listing,Navy,,,,,,Burr; Dole,R; R,NC; NC,President and Member(s),,,,
,,"$4,000,000",$0,$0,"$4,000,000",Fuel Farm,Djibouti,,INT,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,Djibouti,
,,"$49,200,000",,"$49,200,000","$49,200,000",Armed Forces Reserve Center Building,Mt Vernon Armory,,IL,Military Construction,BRAC Projects 2005,Army,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 19,
,,,,"$5,300,000",$0,Parachute Drying Facility,Dam Neck,,VA,Military Construction,Military Construction Project Listing,Defense-Wide,,Drake,R,VA,,,,,,,,,
,,,,"$130,000",$0,"Wilford Hall Medical Center, Ambulatory Care Center",Lackland AFB,,TX,Military Construction,Military Construction Project Listing,Defense-Wide,,Gonzalez,D,TX,,,,,,,,,
