ID,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
2184,,,,"$400,000",,Cumberland County State Schools,,,VA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Goode,R,VA,,,,,,,,,1
2227,,,,"$600,000",,City of Emeryville,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lee,D,CA,,,,,,,,,1
2251,,,,"$200,000",,City of Missouri City,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lampson,D,TX,,,,,,,,,1
2312,,,,"$750,000",,"City of St. Petersburg, for shelter hardening",,,FL,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Young, Bill",R,FL,,,,,,,,,1
2329,,,,"$600,000",,Idaho Bureau of Homeland Security,,,ID,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Simpson,R,ID,,,,,,,,,1
2402,,,,"$400,000",,North Carolina Department of Agriculture,,,NC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Shuler,D,NC,,,,,,,,,1
2454,,,,"$500,000",,"Onondaga County, for Oswego River Basin",,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Walsh,R,NY,25,,,,,,,,1
2494,,,,"$500,000",,City of Whitehall,,,OH,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hobson,R,OH,,,,,,,,,1
2605,,,,"$250,000",,City of Rye and Village of Rye Brook,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lowey,D,NY,18,,,,,,,,1
2646,,,,"$485,000",,City of Detroit,,,MI,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Kilpatrick,D,MI,,,,,,,,,1
2653,,,,"$1,000,000",,Westchester and Rockland Counties,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lowey,D,NY,18,,,,,,,,1
2654,,,,"$200,000",,Washington County and Washington County Department of Public Works,,,UT,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Matheson,D,UT,,,,,,,,,1
2904,,,,"$200,000",,City of Davenport,,,IA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Braley,D,IA,,,,,,,,,1
,,,,"$2,000,000",,City of Cumberland,,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Rogers, Harold",R,KY,,,,,,,,,1
,,,,"$400,000",,City of Kannapolis,,,NC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hayes,R,NC,,,,,,,,,1
,,,,"$200,000",,City of Smithville,,,MO,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Graves,R,MO,,,,,,,,,1
298,,,,"$3,000,000",,"Adjutant General's Office of Emergency Preparedness, for projects in Santee and Manning",,,SC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Clyburn,D,SC,,,,,,,,,1
941,,,,"$150,000",,Citizen's Advice Bureau,,,NY,Homeland Security,U.S. Citizen and Immigration Services,Predisaster Mitigation,,Serrano,D,NY,,,,,,,,,1
2665,,"$15,000,000","$10,000,000","$9,844,000",,California Diesel Emission Reduction Projects (split evenly between San Joaquin Valley and South Coast Air Quality Management Districts for Targeted Emission Reduction Grants),,,CA,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Feinstein,D,CA,,,,,1
2310,,"$8,000,000","$8,000,000","$7,875,000",,Hunter's Point Naval Shipyard Cleanup,San Francisco,,CA,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Feinstein,D,CA,,,,,1
631,,"$4,000,000","$4,000,000","$3,938,000",,Forest products funding about the regional allocation for the Tongass National Forest,,,AK,Interior,Forest Service,National Forest System,,,,,,Stevens,R,AK,,,,,1
2137,,"$4,000,000","$4,000,000","$3,938,000",,USGS Alaska Volcano Observatory for the Volcano Hazards Program for volcano monitoring and equipment,,,AK,Interior,U.S. Geological Survey,"Surveys, Investigations and Research",,,,,,Stevens,R,AK,,,,,1
600,,"$500,000","$500,000","$492,000",,Craig Recreation Land transfer,,,AK,Interior,Forest Service,Land Acquisition,,,,,,Murkowski; Stevens,R; R,AK; AK,,,,,1
1792,,"$3,000,000","$3,000,000","$2,953,000",,The Mingo County Redevelopment Authority for water and sewer improvements,,Mingo,WV,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Byrd,D,WV,,,,,1
1615,,"$2,673,000","$1,673,000","$1,647,000","$1,000,000",Wood Education and Resource Center,,,WV,Interior,Forest Service,State and Private Forestry,,,,,,Byrd,D,WV,President and Member(s),,,,1
1130,,"$2,210,000","$1,860,000","$1,831,000",,"Monongahela National Forest, Road improvements",,,WV,Interior,Forest Service,Construction,,,,,,Byrd,D,WV,,,,,1
205,,,"$125,000","$123,000",,"Mother's Day Shrine, Grafton",Grafton,,WV,Interior,National Park Service,Save America's Treasures,,,,,,Byrd,D,WV,,,,,1
1303,,"$800,000","$1,550,000","$1,526,000",,The Town of Flora for drinking water and wastewater construction project,Flora,,MS,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Cochran,R,MS,,,,,1
101,,"$1,000,000","$1,000,000","$984,000",,Okhissa Lake Recreation Area Construction,,,MS,Interior,Forest Service,Construction,,,,,,Cochran,R,MS,,,,,1
2535,,"$1,000,000","$700,000","$689,000",,NASA Stennis Space Center to fund Healthy Forest Restoration Act,,,MS,Interior,Forest Service,National Forest System,,,,,,Cochran,R,MS,,,,,1
222,,"$150,000","$150,000","$148,000",,Immanuel Church,Winona,,MS,Interior,National Park Service,Save America's Treasures,,,,,,Cochran,R,MS,,,,,1
348,,,"$6,000,000","$5,906,000",,"Great Smokies National Park, North Shore Road Settlement",,,NC,Interior,National Park Service,Save America's Treasures,,Shuler,D,NC,,,,,,,,,1
1190,"$2,000,000",,"$2,000,000","$1,969,000",,Mason County for wastewater infrastructure improvements for the community of Belfair,Belfair,Mason,WA,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Dicks,D,WA,6,,,,,,,,1
459,"$2,500,000",,"$1,500,000","$1,477,000",,National Fish and Wildlife Foundation Endangered Species Grants,,,WA,Interior,Fish and Wildlife Service,Resource Management,,Dicks,D,WA,6,,,,,,,,1
565,"$150,000",,"$250,000","$246,000",,Bremerton Public Library Restoration,Bremerton,,WA,Interior,National Park Service,Save America's Treasures,,Dicks,D,WA,6,,,,,,,,1
2922,,"$3,168,000","$1,600,000","$1,575,000",,Gold Creek Ranch,,,ID,Interior,Forest Service,Forest Legacy,,,,,,Craig,R,ID,,,,,1
1383,,"$1,500,000","$1,000,000","$984,000",,Idaho's Strategic Plan for Managing Noxious Weeds,,,ID,Interior,Bureau of Land Management,Management of Lands and Resources,,,,,,Craig,R,ID,,,,,1
,,"$450,000","$300,000","$295,000",,Chesterfield Schoolhouse,Chesterfield,,ID,Interior,National Park Service,Save America's Treasures,,,,,,Craig,R,ID,,,,,1
131,,"$200,000","$200,000","$197,000",,Historic Wilson Theatre,Rupert,,ID,Interior,National Park Service,Save America's Treasures,,,,,,Craig,R,ID,,,,,1
2614,,"$850,000","$850,000","$837,000",,Shawnee National Forest,,,IL,Interior,Forest Service,Land Acquisition,,,,,,Durbin,D,IL,,,,,1
604,,"$350,000","$350,000","$345,000",,City of Chicago GreenStreets tree planting program,Chicago,,IL,Interior,Forest Service,State and Private Forestry,,,,,,Durbin,D,IL,,,,,1
3,,"$300,000","$300,000","$295,000",,Knox College,Galesburg,,IL,Interior,National Park Service,Save America's Treasures,,,,,,Durbin,D,IL,,,,,1
1137,"$750,000",,"$1,200,000","$1,181,000",,"The City of Sedan, Rural Water District Number 4 Chautauqua County for Water and Wastewater Infrastructure",Seda,,KS,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Tiahrt,R,KS,4,,,,,,,,1
1988,"$300,000",,"$300,000","$295,000",,Butler County Courthouse,,,KS,Interior,National Park Service,Save America's Treasures,,Tiahrt,R,KS,4,,,,,,,,1
1425,"$225,000",,"$225,000","$221,000",,"Brown Mansion, Coffeyville",Coffeyville,,KS,Interior,National Park Service,Save America's Treasures,,Tiahrt,R,KS,4,,,,,,,,1
2610,,"$400,000","$400,000","$394,000",,City National Bank Building,Mason City,,IA,Interior,National Park Service,Save America's Treasures,,Latham,R,IA,4,Grassley; Harkin,R; D,IA; IA,,,,,1
2200,,"$250,000","$250,000","$246,000",,"Grand Opera House, Wilmington",Wilmington,,DE,Interior,National Park Service,Save America's Treasures,,,,,,Biden; Carper,D; D,DE; DE,,,,,1
1157,,"$500,000","$250,000","$246,000",,Idaho Sage Grouse,,,ID,Interior,Fish and Wildlife Service,Resource Management,,Simpson,R,ID,,Craig; Crapo,R; R,ID; ID,,,,,1
1841,"$200,000",,"$200,000","$197,000",,Oroville Historic State Theater,,,CA,Interior,National Park Service,Save America's Treasures,,Doolittle,R,CA,4,,,,,,,,1
509,"$175,000",,"$175,000","$172,000",,"Scottish Rite Temple, Bloomington",Bloomington,,IL,Interior,National Park Service,Save America's Treasures,,Weller,R,IL,11,,,,,,,,1
208,"$150,000",,"$150,000","$148,000",,Perryville Battlefield Merchants Row Restoration,,,KY,Interior,National Park Service,Save America's Treasures,,Chandler,D,KY,6,,,,,,,,1
1361,"$100,000",,"$100,000","$98,000",,Philadelphia Art Museum Exterior Facade,Philadelphia,,PA,Interior,National Park Service,Save America's Treasures,,"Brady, Robert; Fattah",D; D,PA; PA,,,,,,,,,1
,"$100,000",,"$100,000","$98,000",,Granbury Historic Opera House Theater,,,TX,Interior,National Park Service,Save America's Treasures,,Edwards,D,TX,17,,,,,,,,1
794,"$100,000",,"$100,000","$98,000",,"St. Joseph's College Theatre Renovation, Rensselaer",Rensselaer,,IN,Interior,National Park Service,Save America's Treasures,,Visclosky,D,IN,1,,,,,,,,1
478,"$33,907,000","$34,500,000","$33,907,000","$33,314,645",,Alaska Native Educational Equity for activities authorized under the Elementary and Secondary Education Act,,,AK,Labor-HHS-Education,Department of Education,School Improvement Programs,,,,,,Stevens,R,AK,,,,,1
1520,,"$6,875,000","$6,875,000","$6,754,894",,Denali Commission for job training activities under the Denali Commission Act of 1998,,,AK,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,,,,,Stevens,R,AK,,,,,1
2275,,"$250,000","$243,000","$238,755",,"Alaska Native Heritage Center, Anchorage, AK, for a partnership with Koahnic Broadcasting for a Native Values project",Anchorage,,AK,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,Stevens,R,AK,,,,,1
556,,"$250,000","$243,000","$238,755",,"Alaska Sealife Center, Seward, AK, for a marine ecosystems education program",Seward,,AK,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Stevens,R,AK,,,,,1
303,,"$250,000","$243,000","$238,755",,"Fairbanks North Star Borough School District, Fairbanks, AK, to expand the PLATO learning program to Fairbanks North Star Borough",Fairbanks,,AK,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Stevens,R,AK,,,,,1
2965,,"$5,000,000","$4,875,000","$4,789,834",,"University of Mississippi, University, MS, for Phase II of the National Center for Natural Products Research",University,,MS,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,,,,,Cochran,R,MS,,,,,1
313,,"$500,000","$487,000","$478,492",,"University of Southern Mississippi, Hattiesburg, MS, for Workforce Training in Marine Composite",Hattiesburg,,MS,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,,,,,Cochran,R,MS,,,,,1
1125,,"$1,100,000","$975,000","$957,967",,"Mississippi State University, Mississippi State, MS, for acquisition of equiment and curriculum development at the Wise Center-Broadcast Facility Conversion to Digital",Mississippi State,,MS,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Cochran,R,MS,,,,,1
,,"$200,000","$195,000","$191,593",,"Tougaloo College, Tougaloo, MS, for an international study abroad program",Tougaloo,,MS,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Cochran,R,MS,,,,,1
120,,"$7,500,000","$4,875,000","$4,789,834",,Iowa Department of Education to continue the Harkin grant program,,,IA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Harkin,D,IA,,,,,1
1567,,"$2,000,000","$1,462,000","$1,436,459",,Iowa Department of Public Health to continue the Harkin Wellness Grant program,,,IA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention,,,,,,Harkin,D,IA,,,,,1
1490,,"$1,500,000","$1,500,000","$1,473,795",,Working for America Institute for assistance to union-based and labor-management training programs authorized under the Workforce Investment Act,Washington,,DC,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,,,,,Harkin,D,IA,,,,,1
362,,"$900,000","$731,000","$718,229",,"Lyndon Baines Johnson Foundation, Austin, Texas for the Presidential timeline project",Austin,,TX,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Harkin,D,IA,,,,,1
3022,,"$400,000","$390,000","$383,187",,"Cedar Rapids Symphony Orchestra, Cedar Rapids, IA, to support the Residency program",Cedar Rapids,,IA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Harkin,D,IA,,,,,1
25,,"$400,000","$316,000","$310,479",,"Palmer College on Chiropractice, Consortial Center for Chiropractic Research in Davenport, Iowa, and the Policy Institute for Integrative Medicine in Philadelphia, PA for a best practices initiative on lower back pain",Davenport; Philadelphia,,IA; PA,Labor-HHS-Education,Department of Health and Human Services,Office of the Secretary,,,,,,Harkin,D,IA,,,,,1
1753,,"$200,000","$146,000","$143,449",,"Italian-American Cultural Center of Iowa in Des Moines, IA for exhibits, multi-media collections, display",Des Moines,,IA,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,Harkin,D,IA,,,,,1
1119,,"$100,000","$97,000","$95,305",,"Iowa Games, Ames, IA, to continue the Lighten Up Iowa program",Ames,,IA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention,,,,,,Harkin,D,IA,,,,,1
89,,"$25,000","$21,000","$20,633",,"Partners for Healthier Tomorrows, Ephrata, PA, for abstinence education and related services",Ephrata,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
126,,"$30,000","$25,000","$24,563",,"Family Service & Childrens Aid Society, Oil City, PA, for abstinence education and related services",Oil City,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
130,,"$55,000","$45,000","$44,214",,"Mercy Hospital of Pittsburgh, Pittsburgh, PA, for abstinence education and related services",Pittsburgh,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
206,,"$45,000","$38,000","$37,336",,"School District of Philadelphia, Philadelphia, PA, for abstinence education and related services",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
454,,"$30,000","$25,000","$24,563",,"Progressive Believers Ministry, Wynmoor, PA, for abstinence education and related services",Wyndmoor,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
502,,"$35,000","$29,000","$28,493",,"New Brighton School District, New Brighton, PA, for abstinence education and related services",New Brighton,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
612,,"$45,000","$38,000","$37,336",,"York County Human Life Services, York, PA, for abstinence education and related services",York,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
682,,"$30,000","$25,000","$24,563",,"Shepherd's Maternity House, Inc., East Stroudsburg, PA, for abstinence education and related services",East Stroudsburg,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
794,,"$25,000","$21,000","$20,633",,"My Choice, Inc., Athens, PA, for abstinence education and related services",Athens,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1004,,"$35,000","$29,000","$28,493",,"Crozer Chester Medical Center, Upland, PA, for abstinence education and related services",Upland,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1220,,"$35,000","$29,000","$28,493",,"Nueva Esperanza, Philadelphia, PA, for abstinence education and related services",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1256,,"$30,000","$24,000","$23,581",,"A+ For Abstinence, Waynesboro, PA, for abstinence education and related services",Waynesboro,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1322,,"$55,000","$45,000","$44,214",,"Real Commitment, Gettysburg, PA, for abstinence education and related services",Gettysburg,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1349,,"$45,000","$38,000","$37,336",,"Tuscarora Intermediate Unit, McVeytown, PA, for abstinence education and related services",McVeytown,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1403,,"$40,000","$33,000","$32,423",,"Keystone Central School District, Mill Hall, PA, for abstinence education and related services",Mill Hall,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1450,,"$35,000","$29,000","$28,493",,"City of Chester, Bureau of Health, Chester, PA, for abstinence education and related services",Chester,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1538,,"$45,000","$38,000","$37,336",,"Neighborhood United Against Drugs, Philadelphia, PA, for abstinence education and related services",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1801,,"$80,000","$66,000","$64,847",,"Urban Family Council, Philadelphia, PA, for abstinence education and related services",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1826,,"$55,000","$45,000","$44,214",,"LaSalle University, Philadelphia, PA, for abstinence education and related services",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1834,,"$30,000","$25,000","$24,563",,"Guidance Center, Ridgeway, PA, for abstinence education and related services",Ridgeway,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
2190,,"$45,000","$38,000","$37,336",,"Women's Care Center of Erie County, Inc., Erie, PA, for abstinence education and related services",Erie,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
2211,,"$40,000","$33,000","$32,423",,"Keystone Economic Development Corporation, Johnstown, PA, for abstinence education and related services",Johnstown,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
2404,,"$45,000","$38,000","$37,336",,"Washington Hospital Teen Outreach, Washington, PA, for abstinence education and related services",Washington,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
2894,,"$45,000","$38,000","$37,336",,"Catholic Social Services, Wilkes-Barre, PA, for abstinence education and related services",Wilkes-Barre,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
,,"$45,000","$38,000","$37,336",,"Heart Beat, Millerstown, PA, for abstinence education and related services",Millerstown,,PA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Specter,R,PA,,,,,1
1072,,"$100,000","$87,000","$85,480",,"Pennsylvania Women Work!, Pittsburgh, PA, for job training programs",Pittsburgh,,PA,Labor-HHS-Education,Department of Labor,Employment and Training Administration,,,,,,Specter,R,PA,,,,,1
433,,"$100,000","$87,000","$85,480",,"Duquesne University of the Holy Spirit, Pittsburgh, PA, for equipment and technology acquisition for a supercomputing facility",Pittsburgh,,PA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Specter,R,PA,,,,,1
829,,"$100,000","$87,000","$85,480",,"United Mine Workers of America, Fairfax, VA, for a fuel-cell coalmine vehicle demonstration project",Fairfax,,VA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention,,,,,,Specter,R,PA,,,,,1
570,,"$75,000","$73,000","$71,725",,"Community Empowerment Association, Inc., Pittsburgh, PA, for a truancy reduction initiative",Pittsburgh,,PA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Specter,R,PA,,,,,1
867,,"$11,000,000","$9,089,000","$8,930,215",,"University of Alabama, Tuscaloosa, AL, for construction, renovation, and equipment",Tuscaloosa,,AL,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,Bonner,R,AL,,Shelby,R,AL,,,,,1
1788,"$350,000","$100,000","$341,000","$335,043",,"Museum of Aviation Foundation, Warner Robins, GA for education programs",Warner Robins,,GA,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Marshall,D,GA,,Chambliss,R,GA,,,,,1
1062,,"$400,000","$292,000","$286,899",,"Figge Foundation, Davenport, Iowa, for exhibits, education programs, community outreach, and/ or operations",Davenport,,IA,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,Harkin,D,IA,,,,,1
2720,,"$250,000","$206,000","$202,401",,"Museum of Utah Art & History, Salt Lake City, Utah, to improve technology and exhibit preparation",Salt Lake City,,UT,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,Bennett,R,UT,,,,,1
473,"$150,000",,"$146,000","$143,449",,"College Park Aviation Museum, College Park, MD for exhibits and educational programs",College Park,,MD,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Hoyer,D,MD,,,,,,,,,1
2662,,"$130,000","$126,000","$123,799",,"Bibliographical Society of America, New York, NY, for the First Ladies Museum in Canton, OH for the First White House Library Catalogue",Canton,,OH,Labor-HHS-Education,Department of Health and Human Services,Institute of Museum and Library Services,,Regula,R,OH,,Voinovich,R,OH,,,,,1
410,,"$100,000","$82,000","$80,567",,"Los Angeles Craft and Folk Art Museum, Los Angeles, CA, for education and outreach",Los Angeles,,CA,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,Watson,D,CA,33,Boxer; Feinstein,D; D,CA; CA,,,,,1
71,"$2,000,000",,"$1,950,000","$1,915,934",,"City College of New York, NY for the Charles B. Rangel Center for Public Service to prepare individuals for careers in public service, which may include establishing an endowment, library and archives for such center",New York,,NY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Rangel,D,NY,,,,,,,,,1
394,"$450,000",,"$438,000","$430,348",,"In Tune Foundation Group, Washington, DC for educational activities",Washington,,DC,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Hoyer,D,MD,,,,,,,,,1
1419,,"$250,000","$390,000","$383,187",,"Jazz at Lincoln Center, New York, NY for music education programs",New York,,NY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Nadler,D,NY,,Clinton; Schumer,D; D,NY; NY,,,,,1
1977,,"$500,000",,"$125,000",$0,University of Mississippi Music Archive,University,,MS,Legislative Branch,Library of Congress,Salary and Expenses,,Wicker,R,MS,,Cochran,R,MS,,,,,1
1216,,"$1,000,000",,"$750,000",$0,Abraham Lincoln Bicentennial Commission,Washington,,DC,Legislative Branch,Library of Congress,Salary and Expenses,,Jackson; LaHood,D; R,IL; IL,,Durbin,D,IL,,,,"Disclosure in report puts the value of the earmark at $150,000. But in the text of the legislation it is valued at $750,000",1
807,,,,"$11,600,000",,Chapel Complex Phase I,Fort Leavenworth,,KS,Military Construction,Military Construction Project Listing,Army,,Boyda,D,KS,,,,,,,,,1
179,,,,"$10,400,000",,Chapel,Fort Leonard Wood,,MO,Military Construction,Military Construction Project Listing,Army,,Skelton,D,MO,,,,,,,,,1
333,,,,"$5,900,000",$0,Unit Chapel,Fort Lee,,VA,Military Construction,Military Construction Project Listing,Army,,Forbes,R,VA,4,,,,,,,,1
1358,,,,"$5,800,000",$0,Addition to Fitness Center,Goodfellow AFB,,TX,Military Construction,Military Construction Project Listing,Air Force,,Conaway,R,TX,,,,,,,,,1
79,,,,"$900,000",,Fitness Center,Naval Station Newport,,RI,Military Construction,Military Construction Project Listing,Navy,,Kennedy,D,RI,,,,,,,,,1
370,,,,"$5,200,000",$0,Student Activity Center & Library,Laughlin AFB,,TX,Military Construction,Military Construction Project Listing,Air Force,,Rodriguez,D,TX,,,,,,,,,1
1282,,,,"$4,800,000",,"Air Conditioning, Vista Del Sol",Twentynine Palms,,CA,Military Construction,Family House Construction,Navy FH,,"Lewis, Jerry",R,CA,41,,,,,,,,1
2799,,"$1,500,000",,"$1,500,000",$0,Dining Facility,"Camp Rudder, Eglin Air Force Base",,FL,Military Construction,Military Construction Project Listing,Army,,,,,,"Nelson, Bill",D,FL,,,,,1
,,"$750,000",,"$750,000",$0,Bachelor Quarters Addition,Naval Station Newport,,RI,Military Construction,Military Construction Project Listing,Navy,,,,,,Reed,D,RI,,,,,1
2105,"$66,000,000","$66,000,000","$66,000,000","$65,465,000","$66,000,000",Water Quality Program -- Secondary Treatment of Tijuana Sewage,,,INT,State-Foreign Ops,Department of State,"International Boundary and Water Commission, United States and Mexico; Construction",,,,,,,,,President-Solo & Und.,,,,1
86,,"$4,000,000","$3,000,000","$2,940,000",,Coast Transit Authority Bus and Bus Facilities,,,MS,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,,,,,Cochran,R,MS,,,,,1
2384,,"$3,000,000","$3,000,000","$2,940,000",,Highway 9 4-Lane Corridor,,,MS,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,,,,,Cochran,R,MS,,,,,1
968,,"$2,200,000","$1,500,000","$1,470,000",,Statesman Blvd. and Trail,,,MS,Transportation and Housing & Urban Development,Transportation,FHWA; Delta Regional Transportation Development Program,,,,,,Cochran,R,MS,,,,,1
523,,"$200,000","$200,000","$196,000",,"Southern Cultural Heritage Foundation, for the renovation of the Southern Cultural Heritage Center Auditorium",Vicksburg,,MS,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Cochran,R,MS,,,,,1
454,,"$200,000","$200,000","$196,000",,"Town of Marietta, for the construction of a multi-purpose facility",Marietta,,MS,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Cochran,R,MS,,,,,1
362,,"$250,000","$200,000","$196,000",,"City of Grenada, for the renovation of the historic Taylor Hall",Grenada,,MS,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Cochran,R,MS,,,,,1
618,,"$2,000,000","$1,500,000","$1,470,000",,Statewide Bus & Bus Facilities,,,MO,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,,,,,Bond,R,MO,,,,,1
668,,"$750,000","$562,500","$551,250",,Heart of America Bicycle/Pedestrian Bridge,,,MO,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,,,,,Bond,R,MO,,,,,1
34,,"$500,000","$375,000","$367,500",,Grant City Downtown Square Street Improvements,,,MO,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,,,,,Bond,R,MO,,,,,1
1354,,"$500,000","$750,000","$735,000",,"City of Kansas City, for redevelopment of the 11th and Grand Neighborhood",Kansas City,,MO,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Bond,R,MO,,,,,1
